index,path,min,max
0,prepared/lodopab/train/train_000000.npy,0.0,0.48916396498680115
1,prepared/lodopab/train/train_000001.npy,0.0,0.5592524409294128
2,prepared/lodopab/train/train_000002.npy,0.0,0.5342314839363098
3,prepared/lodopab/train/train_000003.npy,0.0,0.5824217796325684
4,prepared/lodopab/train/train_000004.npy,0.0,0.6914361119270325
5,prepared/lodopab/train/train_000005.npy,0.0,0.5671712756156921
6,prepared/lodopab/train/train_000006.npy,0.0,1.0
7,prepared/lodopab/train/train_000007.npy,0.0,0.6428245902061462
8,prepared/lodopab/train/train_000008.npy,0.0,0.5220766663551331
9,prepared/lodopab/train/train_000009.npy,0.0,0.5770798921585083
10,prepared/lodopab/train/train_000010.npy,0.0,0.6193971633911133
11,prepared/lodopab/train/train_000011.npy,0.00017927421140484512,0.5894849896430969
12,prepared/lodopab/train/train_000012.npy,0.0,0.5761921405792236
13,prepared/lodopab/train/train_000013.npy,0.0,1.0
14,prepared/lodopab/train/train_000014.npy,0.0,1.0
15,prepared/lodopab/train/train_000015.npy,0.0,0.529195249080658
16,prepared/lodopab/train/train_000016.npy,0.00024583094636909664,0.9828076958656311
17,prepared/lodopab/train/train_000017.npy,0.0,0.5168428421020508
18,prepared/lodopab/train/train_000018.npy,0.0002461591793689877,0.4858607053756714
19,prepared/lodopab/train/train_000019.npy,0.00024583094636909664,0.599306583404541
20,prepared/lodopab/train/train_000020.npy,0.0,0.5257376432418823
21,prepared/lodopab/train/train_000021.npy,0.0,0.5523014664649963
22,prepared/lodopab/train/train_000022.npy,0.0,1.0
23,prepared/lodopab/train/train_000023.npy,0.0,0.5800257325172424
24,prepared/lodopab/train/train_000024.npy,0.0,0.5469315052032471
25,prepared/lodopab/train/train_000025.npy,0.00024583094636909664,0.7768770456314087
26,prepared/lodopab/train/train_000026.npy,0.0,0.7410387992858887
27,prepared/lodopab/train/train_000027.npy,0.00027107985806651413,0.5986321568489075
28,prepared/lodopab/train/train_000028.npy,0.0,1.0
29,prepared/lodopab/train/train_000029.npy,0.0,0.5087592601776123
30,prepared/lodopab/train/train_000030.npy,0.00024587783263996243,0.9827523827552795
31,prepared/lodopab/train/train_000031.npy,0.0,1.0
32,prepared/lodopab/train/train_000032.npy,0.0,0.7809821367263794
33,prepared/lodopab/train/train_000033.npy,0.00024585440405644476,0.5282747149467468
34,prepared/lodopab/train/train_000034.npy,0.0,1.0
35,prepared/lodopab/train/train_000035.npy,0.0,0.4857652485370636
36,prepared/lodopab/train/train_000036.npy,0.0,0.6053985357284546
37,prepared/lodopab/train/train_000037.npy,0.0,0.6255859136581421
38,prepared/lodopab/train/train_000038.npy,0.0,0.8676397800445557
39,prepared/lodopab/train/train_000039.npy,0.0,1.0
40,prepared/lodopab/train/train_000040.npy,0.00024583094636909664,0.9828093647956848
41,prepared/lodopab/train/train_000041.npy,0.0,0.5659375786781311
42,prepared/lodopab/train/train_000042.npy,0.0,0.46203354001045227
43,prepared/lodopab/train/train_000043.npy,0.0,0.5869428515434265
44,prepared/lodopab/train/train_000044.npy,0.0,0.7233613729476929
45,prepared/lodopab/train/train_000045.npy,0.0,0.6387954950332642
46,prepared/lodopab/train/train_000046.npy,0.0,0.6257786154747009
47,prepared/lodopab/train/train_000047.npy,0.0,0.5358673930168152
48,prepared/lodopab/train/train_000048.npy,0.0,0.8162823915481567
49,prepared/lodopab/train/train_000049.npy,0.0,0.6077154874801636
50,prepared/lodopab/train/train_000050.npy,0.0,0.6994709968566895
51,prepared/lodopab/train/train_000051.npy,0.0,0.5531328320503235
52,prepared/lodopab/train/train_000052.npy,0.00024592471891082823,0.5035692453384399
53,prepared/lodopab/train/train_000053.npy,0.00024583094636909664,0.6481742858886719
54,prepared/lodopab/train/train_000054.npy,0.0,0.592668354511261
55,prepared/lodopab/train/train_000055.npy,0.0,0.6476303339004517
56,prepared/lodopab/train/train_000056.npy,0.0,0.5972362160682678
57,prepared/lodopab/train/train_000057.npy,0.0,0.5853512287139893
58,prepared/lodopab/train/train_000058.npy,0.0,0.6126945614814758
59,prepared/lodopab/train/train_000059.npy,0.0,0.5968259572982788
60,prepared/lodopab/train/train_000060.npy,0.00024583094636909664,0.7975674867630005
61,prepared/lodopab/train/train_000061.npy,0.0,0.6157487630844116
62,prepared/lodopab/train/train_000062.npy,0.0,0.7866896390914917
63,prepared/lodopab/train/train_000063.npy,0.0,0.620813250541687
64,prepared/lodopab/train/train_000064.npy,0.0,0.562148928642273
65,prepared/lodopab/train/train_000065.npy,0.0,0.6380496025085449
66,prepared/lodopab/train/train_000066.npy,0.0,0.574792742729187
67,prepared/lodopab/train/train_000067.npy,0.0,0.6078928112983704
68,prepared/lodopab/train/train_000068.npy,0.0,0.607079029083252
69,prepared/lodopab/train/train_000069.npy,0.0,0.508973240852356
70,prepared/lodopab/train/train_000070.npy,0.0,0.5254771113395691
71,prepared/lodopab/train/train_000071.npy,0.0002462529519107193,0.4883737862110138
72,prepared/lodopab/train/train_000072.npy,0.00024583094636909664,0.9828011989593506
73,prepared/lodopab/train/train_000073.npy,0.0,0.6555885076522827
74,prepared/lodopab/train/train_000074.npy,0.0,0.5998175740242004
75,prepared/lodopab/train/train_000075.npy,0.0,0.5343763828277588
76,prepared/lodopab/train/train_000076.npy,0.0,0.5612107515335083
77,prepared/lodopab/train/train_000077.npy,0.0,0.5937849283218384
78,prepared/lodopab/train/train_000078.npy,0.00024587783263996243,0.9828062057495117
79,prepared/lodopab/train/train_000079.npy,0.0,0.6358998417854309
80,prepared/lodopab/train/train_000080.npy,0.0,0.49096205830574036
81,prepared/lodopab/train/train_000081.npy,0.0,0.5787007212638855
82,prepared/lodopab/train/train_000082.npy,0.0,0.4987581968307495
83,prepared/lodopab/train/train_000083.npy,0.0,0.5767088532447815
84,prepared/lodopab/train/train_000084.npy,0.0,0.6564926505088806
85,prepared/lodopab/train/train_000085.npy,0.0,0.6180436611175537
86,prepared/lodopab/train/train_000086.npy,0.0,0.6074795722961426
87,prepared/lodopab/train/train_000087.npy,0.0,0.5809469819068909
88,prepared/lodopab/train/train_000088.npy,0.0,0.7344068288803101
89,prepared/lodopab/train/train_000089.npy,0.0,0.7250625491142273
